transcript_id,13_S31_R1_001.bam.gtf,23_S32_R1_001.bam.gtf,35_S33_R1_001.bam.gtf,52_S34_R1_001.bam.gtf,60_S35_R1_001.bam.gtf,72_S36_R1_001.bam.gtf,85_S37_R1_001.bam.gtf,9_S30_R1_001.bam.gtf
Montipora_capitata_HIv3___RNAseq.g20884.t1,346,675,376,425,568,324,310,724
Montipora_capitata_HIv3___RNAseq.g1213.t1,0,0,0,12,13,0,5,0
Montipora_capitata_HIv3___RNAseq.g2944.t1,0,1,2,0,1,0,0,0
Montipora_capitata_HIv3___RNAseq.g13632.t1,0,0,0,4,6,0,0,0
Montipora_capitata_HIv3___TS.g6348.t1,5,0,0,0,0,0,1,4
Montipora_capitata_HIv3___RNAseq.g39942.t1,907,2404,625,1527,1499,821,474,1590
Montipora_capitata_HIv3___RNAseq.g767.t1,4,0,0,28,25,0,0,0
Montipora_capitata_HIv3___TS.g7503.t2,6465,8140,3834,6730,6603,5093,3200,8774
Montipora_capitata_HIv3___TS.g5498.t3,3516,7978,12840,18471,15565,9191,10443,7164
Montipora_capitata_HIv3___RNAseq.g20697.t1,1,3,2,5,14,22,16,0
Montipora_capitata_HIv3___RNAseq.g28407.t1,8,0,0,4,5,0,0,0
Montipora_capitata_HIv3___RNAseq.21109_t,7210,28835,16976,47003,41332,19111,11494,23835
Montipora_capitata_HIv3___TS.g40589.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42598.t1,52,239,182,661,478,172,130,94
Montipora_capitata_HIv3___TS.g6026.t1,0,3,0,5,0,8,10,0
Montipora_capitata_HIv3___RNAseq.g41541.t1a,112,244,49,217,220,205,118,222
Montipora_capitata_HIv3___TS.g23406.t1,436,878,150,607,654,481,278,670
Montipora_capitata_HIv3___RNAseq.g40568.t1,7,15,12,6,4,19,23,4
Montipora_capitata_HIv3___RNAseq.g2946.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13409.t1,404,1211,614,1244,934,581,462,996
Montipora_capitata_HIv3___TS.g38778.t1,0,0,0,7,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g24342.t1,1144,3052,504,1043,1137,875,830,2678
Montipora_capitata_HIv3___RNAseq.g47157.t1,2,5,12,10,22,26,20,0
Montipora_capitata_HIv3___RNAseq.g6118.t1a,0,0,5,30,8,33,8,0
Montipora_capitata_HIv3___RNAseq.g40869.t1b,7,27,11,14,16,13,5,0
Montipora_capitata_HIv3___RNAseq.g2400.t1,0,0,23,28,46,53,35,6
Montipora_capitata_HIv3___TS.g33511.t1,0,21,151,29,12,41,25,16
Montipora_capitata_HIv3___RNAseq.g40389.t1,4125,9232,3592,984,1439,3736,3551,5975
Montipora_capitata_HIv3___RNAseq.g48725.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g32196.t1,0,0,0,0,0,11,0,6
Montipora_capitata_HIv3___TS.g49812.t1,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g36476.t1,0,0,0,17,2,2,0,0
Montipora_capitata_HIv3___RNAseq.g27775.t1,14,9,7,2,4,3,0,7
Montipora_capitata_HIv3___TS.g17705.t1,0,0,21,56,41,43,54,0
Montipora_capitata_HIv3___TS.g869.t1,0,0,0,0,0,9,0,4
Montipora_capitata_HIv3___RNAseq.g36839.t1,281,503,424,3478,3510,2529,1293,754
Montipora_capitata_HIv3___RNAseq.g14313.t1,0,0,4,35,31,16,10,0
Montipora_capitata_HIv3___TS.g21881.t1,0,13,69,139,168,263,141,9
Montipora_capitata_HIv3___RNAseq.g34417.t1,0,8,0,8,0,10,9,2
Montipora_capitata_HIv3___RNAseq.g28563.t1,136,294,79,183,176,621,413,160
Montipora_capitata_HIv3___RNAseq.g36260.t1,0,0,3,3,0,0,5,0
Montipora_capitata_HIv3___RNAseq.g46710.t1,4,1,0,12,4,14,25,0
Montipora_capitata_HIv3___RNAseq.g867.t1,0,0,0,2,1,4,2,0
Montipora_capitata_HIv3___RNAseq.g38806.t1,177,472,147,279,245,207,116,209
Montipora_capitata_HIv3___RNAseq.g43727.t1,613,711,725,4280,3506,2053,572,790
Montipora_capitata_HIv3___RNAseq.g30562.t1,386,1139,721,1845,1981,1140,632,897
Montipora_capitata_HIv3___TS.g42324.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g10501.t1,4,0,0,15,29,41,34,3
Montipora_capitata_HIv3___RNAseq.g12281.t1,0,0,2,5,16,4,9,0
Montipora_capitata_HIv3___RNAseq.g24321.t1,10,12,18,75,68,643,5393,27
Montipora_capitata_HIv3___RNAseq.g14336.t1,0,0,5,5,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16530.t1,0,0,0,0,9,0,0,0
Montipora_capitata_HIv3___RNAseq.g6829.t1,253,423,288,280,249,231,111,527
Montipora_capitata_HIv3___RNAseq.g39940.t1,2053,4648,2536,8544,9293,7398,5369,3805
Montipora_capitata_HIv3___TS.g18150.t1,0,0,0,0,0,15,2,9
Montipora_capitata_HIv3___RNAseq.g43725.t1,8,13,8,20,15,14,4,0
Montipora_capitata_HIv3___RNAseq.g46712.t1,416,1029,473,1207,1289,1881,1493,787
Montipora_capitata_HIv3___RNAseq.g6199.t1,0,0,0,4,5,22,5,0
Montipora_capitata_HIv3___RNAseq.g39250.t1,787,1968,1262,1239,1175,835,373,1223
Montipora_capitata_HIv3___TS.g3662.t1,0,0,1,4,7,0,0,0
Montipora_capitata_HIv3___RNAseq.g37811.t1,0,0,0,0,6,10,0,0
Montipora_capitata_HIv3___RNAseq.g30154.t1,0,7,32,53,36,100,199,0
Montipora_capitata_HIv3___RNAseq.g2651.t1,0,0,8,5,0,6,21,0
Montipora_capitata_HIv3___RNAseq.g25059.t1,0,0,5,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24340.t1,427,939,246,842,827,1053,862,817
Montipora_capitata_HIv3___RNAseq.g18667.t1,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g442.t1,118,379,584,2268,2898,1723,576,238
Montipora_capitata_HIv3___TS.g40086.t1,0,0,2,0,2,2,0,0
Montipora_capitata_HIv3___TS.g46382.t1b,388,383,252,123,214,124,185,289
Montipora_capitata_HIv3___RNAseq.g15847.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g25257.t1,0,0,0,1,7,69,134,0
Montipora_capitata_HIv3___TS.g8997.t1b,3,0,11,100,93,102,71,0
Montipora_capitata_HIv3___TS.g8997.t1a,1284,1986,1178,3610,3941,5003,5333,2263
Montipora_capitata_HIv3___RNAseq.g6485.t1,0,0,0,0,0,9,0,0
Montipora_capitata_HIv3___RNAseq.g4034.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24056.t1,0,6,27,56,43,44,20,0
Montipora_capitata_HIv3___RNAseq.g31622.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26094.t1,0,0,0,0,14,7,21,3
Montipora_capitata_HIv3___RNAseq.g2042.t1,0,0,0,9,2,8,0,0
Montipora_capitata_HIv3___RNAseq.g15970.t1,0,1,0,0,2,3,0,0
Montipora_capitata_HIv3___RNAseq.g28561.t1,0,0,3,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41108.t1,0,4,9,50,44,128,88,2
Montipora_capitata_HIv3___RNAseq.g5588.t1,1,2,2,7,16,9,13,0
Montipora_capitata_HIv3___TS.g7178.t2,0,0,0,4,0,3,2,0
Montipora_capitata_HIv3___RNAseq.g34415.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g44640.t1,0,0,3,1,13,5,18,0
Montipora_capitata_HIv3___RNAseq.g33539.t1a,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g39569.t1,0,0,0,0,18,4,9,0
Montipora_capitata_HIv3___RNAseq.g22451.t1,0,0,0,0,0,3,8,0
Montipora_capitata_HIv3___RNAseq.42070_t,332,1650,11466,53318,48964,29479,28428,903
Montipora_capitata_HIv3___RNAseq.g9620.t1,44,116,176,552,506,394,614,139
Montipora_capitata_HIv3___RNAseq.g4052.t1,0,0,3,3,4,4,3,0
Montipora_capitata_HIv3___RNAseq.g17260.t1,0,0,0,14,23,15,20,3
Montipora_capitata_HIv3___TS.g4408.t1,0,0,0,0,3,0,2,0
Montipora_capitata_HIv3___RNAseq.g21815.t1,0,3,0,0,0,2,2,0
Montipora_capitata_HIv3___RNAseq.g18665.t1,0,11,2,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g2653.t1,44,56,38,68,131,169,440,65
Montipora_capitata_HIv3___RNAseq.g22184.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g42973.t1,0,0,9,10,13,0,3,0
Montipora_capitata_HIv3___RNAseq.g15162.t1,91,209,61,42,69,187,216,241
Montipora_capitata_HIv3___TS.g8831.t2,2,3,0,0,15,16,5,3
Montipora_capitata_HIv3___TS.g49568.t2,662,2041,429,2005,2066,1299,972,1364
Montipora_capitata_HIv3___RNAseq.g21413.t1,0,6,0,0,0,0,5,0
Montipora_capitata_HIv3___TS.g20644.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___TS.g32964.t1,0,0,3,2,0,6,0,0
Montipora_capitata_HIv3___RNAseq.g36281.t1,0,0,0,0,9,3,0,0
Montipora_capitata_HIv3___TS.g42482.t1,0,4,3,20,28,29,21,0
Montipora_capitata_HIv3___RNAseq.g4629.t1,190,590,647,1022,1032,496,505,514
Montipora_capitata_HIv3___RNAseq.g40997.t1,149,149,15,12,7,4,0,269
Montipora_capitata_HIv3___RNAseq.g42525.t1,0,0,0,5,9,8,1,0
Montipora_capitata_HIv3___TS.g8812.t1,0,5,0,3,0,9,0,0
Montipora_capitata_HIv3___RNAseq.g28641.t1,2,0,0,7,7,38,6,0
Montipora_capitata_HIv3___RNAseq.g32286.t1,3,0,0,0,0,6,0,0
Montipora_capitata_HIv3___TS.g2417.t1,35,89,21,0,0,1,37,67
Montipora_capitata_HIv3___RNAseq.g12641.t1,3,4,0,13,0,3,5,11
Montipora_capitata_HIv3___RNAseq.g11350.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g6995.t1,1975,5361,1246,532,563,346,263,3853
Montipora_capitata_HIv3___RNAseq.g25894.t1,0,0,6,3,4,11,3,0
Montipora_capitata_HIv3___TS.g5978.t1,0,0,0,0,1,0,0,0
Montipora_capitata_HIv3___RNAseq.g440.t1,776,2518,1352,4873,5654,5114,2259,1271
Montipora_capitata_HIv3___RNAseq.g44921.t1,0,0,0,13,0,19,6,0
Montipora_capitata_HIv3___RNAseq.g43699.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g17896.t1,0,0,3,4,0,6,5,0
Montipora_capitata_HIv3___TS.g32019.t1,0,13,10,23,21,4,17,0
Montipora_capitata_HIv3___TS.g26179.t1,0,0,0,7,12,15,4,0
Montipora_capitata_HIv3___RNAseq.g12765.t1,959,5131,2486,584,806,1018,864,2199
Montipora_capitata_HIv3___RNAseq.g15972.t1,0,0,5,9,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24054.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g34572.t2,1907,4797,2587,4319,3450,2015,1898,3285
Montipora_capitata_HIv3___RNAseq.g26096.t1,0,0,0,6,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15710.t1,0,0,0,25,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36331.t1,9,52,65,123,163,62,76,6
Montipora_capitata_HIv3___RNAseq.g43103.t1,765,1232,723,1119,1239,1407,894,1019
Montipora_capitata_HIv3___RNAseq.g9198.t1,1411,2420,603,1714,1761,726,411,2080
Montipora_capitata_HIv3___TS.g21812.t1,0,0,0,0,4,10,5,0
Montipora_capitata_HIv3___TS.g42971.t1,0,0,5,0,3,1,0,0
Montipora_capitata_HIv3___TS.g49473.t1,2,0,13,34,41,27,31,5
Montipora_capitata_HIv3___RNAseq.g47370.t1,0,0,2,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38605.t1,0,0,0,5,6,0,2,6
Montipora_capitata_HIv3___RNAseq.g37443.t1,7016,17301,17067,26676,19044,6159,4380,13368
Montipora_capitata_HIv3___RNAseq.g17149.t1,0,0,0,2,3,5,8,0
Montipora_capitata_HIv3___RNAseq.g48598.t1,0,0,0,3,0,11,8,0
Montipora_capitata_HIv3___RNAseq.g15160.t1,835,2165,894,578,691,860,482,2063
Montipora_capitata_HIv3___RNAseq.g1093.t1,0,3,0,2,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g19279.t1,0,0,1,1,1,2,0,0
Montipora_capitata_HIv3___RNAseq.g4152.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g10148.t1,0,4,0,18,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43101.t1,623,1064,598,2684,2510,988,445,950
Montipora_capitata_HIv3___RNAseq.g44259.t1,1,24,49,5,0,40,13,4
Montipora_capitata_HIv3___RNAseq.g44214.t1,91,106,60,316,266,172,124,122
Montipora_capitata_HIv3___RNAseq.g49538.t1,378,1218,534,1114,1000,706,569,869
Montipora_capitata_HIv3___RNAseq.g41975.t1,0,10,3,36,122,346,368,0
Montipora_capitata_HIv3___RNAseq.g27431.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g36283.t1,0,0,0,0,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g12753.t1,2,12,6,6,9,6,6,9
Montipora_capitata_HIv3___RNAseq.g25896.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g20646.t1,0,0,0,0,0,3,2,0
Montipora_capitata_HIv3___TS.g42480.t1,0,4,25,72,80,30,13,0
Montipora_capitata_HIv3___RNAseq.g33200.t1,0,0,11,16,5,13,9,0
Montipora_capitata_HIv3___RNAseq.g37198.t1,1713,3293,2705,5124,5679,1951,1186,2889
Montipora_capitata_HIv3___RNAseq.g43488.t1,0,2,0,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8474.t1,1,0,9,38,63,24,37,0
Montipora_capitata_HIv3___RNAseq.g4795.t2,5009,9685,7323,9361,9058,7388,5421,6686
Montipora_capitata_HIv3___TS.g24803.t1,5,39,7,15,10,12,29,17
Montipora_capitata_HIv3___RNAseq.g35999.t1,0,2,5,41,39,51,14,0
Montipora_capitata_HIv3___TS.g46326.t1a,0,75,93,86,63,87,66,9
Montipora_capitata_HIv3___TS.g46326.t1b,754,1432,1500,2427,2131,919,623,1824
Montipora_capitata_HIv3___RNAseq.g7237.t1,134,280,103,163,131,419,469,288
Montipora_capitata_HIv3___RNAseq.g22045.t1,0,0,0,2,12,38,48,0
Montipora_capitata_HIv3___RNAseq.g18648.t1,33,28,11,0,0,15,0,51
Montipora_capitata_HIv3___TS.g29072.t1,0,26,52,46,49,52,33,2
Montipora_capitata_HIv3___RNAseq.g2632.t1,1072,1712,336,370,237,235,1172,2238
Montipora_capitata_HIv3___RNAseq.g48831.t1,0,0,0,5,3,6,7,0
Montipora_capitata_HIv3___TS.g16635.t1,0,0,0,0,2,8,5,0
Montipora_capitata_HIv3___RNAseq.g15712.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g20050.t1,0,0,0,0,4,0,1,1
Montipora_capitata_HIv3___RNAseq.g33870.t1,1048,1853,303,333,413,182,120,1841
Montipora_capitata_HIv3___RNAseq.g43079.t1,0,0,0,0,3,0,7,0
Montipora_capitata_HIv3___RNAseq.g20224.t1,0,7,0,341,502,633,510,4
Montipora_capitata_HIv3___RNAseq.g50657.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g825.t2,1765,1949,1100,4265,4536,2723,1426,2012
Montipora_capitata_HIv3___TS.g19421.t1,0,0,0,0,9,0,0,0
Montipora_capitata_HIv3___TS.g38869.t1,4,11,35,38,57,42,36,6
Montipora_capitata_HIv3___RNAseq.g50019.t1,3,0,15,31,31,149,84,9
Montipora_capitata_HIv3___RNAseq.g47372.t1,12,8,20,37,25,19,30,11
Montipora_capitata_HIv3___RNAseq.g29679.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g15484.t1,0,5,0,5,8,12,13,0
Montipora_capitata_HIv3___RNAseq.g13098.t1,17,21,5,28,39,9,11,6
Montipora_capitata_HIv3___RNAseq.g10992.t1,0,0,0,0,0,9,0,0
Montipora_capitata_HIv3___TS.g9636.t1,0,0,0,0,0,0,1,0
Montipora_capitata_HIv3___RNAseq.g35762.t1,0,4,0,0,0,0,0,3
Montipora_capitata_HIv3___TS.g21810.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___TS.g9050.t1b,0,0,0,0,0,0,5,0
Montipora_capitata_HIv3___TS.g9050.t1c,1,0,7,2,0,2,0,0
Montipora_capitata_HIv3___TS.g9050.t1a,0,0,0,9,13,8,8,0
Montipora_capitata_HIv3___RNAseq.g23251.t1,0,0,6,0,1,7,4,0
Montipora_capitata_HIv3___RNAseq.g33872.t1,1461,4132,2617,6618,8847,6736,3383,2670
Montipora_capitata_HIv3___RNAseq.g47761.t1,0,0,0,4,14,3,5,0
Montipora_capitata_HIv3___RNAseq.g30560.t1,4297,10306,11586,26546,20621,12927,6119,8164
Montipora_capitata_HIv3___RNAseq.g43915.t1,299,285,71,85,193,423,796,432
Montipora_capitata_HIv3___RNAseq.g1184.t1,0,4,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29769.t1,0,0,3,0,0,0,0,0
Montipora_capitata_HIv3___TS.g43826.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38821.t1,11,53,151,512,307,215,75,33
Montipora_capitata_HIv3___RNAseq.g22909.t1,64,276,86,110,168,294,191,216
Montipora_capitata_HIv3___RNAseq.g8697.t1,0,0,1,0,0,0,3,0
Montipora_capitata_HIv3___TS.g22241.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38363.t1,0,0,0,5,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21168.t1,0,0,15,12,31,22,21,10
Montipora_capitata_HIv3___RNAseq.g35760.t1,0,2,2,4,1,1,0,0
Montipora_capitata_HIv3___RNAseq.g3187.t1,0,0,0,0,0,0,7,0
Montipora_capitata_HIv3___RNAseq.g37979.t1,0,0,2,3,8,10,3,0
Montipora_capitata_HIv3___RNAseq.g39930.t1,0,0,133,369,339,22,12,0
Montipora_capitata_HIv3___RNAseq.g23707.t1,0,4,2,8,3,46,96,4
Montipora_capitata_HIv3___RNAseq.g5337.t1,0,0,0,4,0,5,3,0
Montipora_capitata_HIv3___TS.g26721.t1,0,10,17,50,25,7,3,5
Montipora_capitata_HIv3___RNAseq.g32420.t1,0,15,6,5,14,10,11,0
Montipora_capitata_HIv3___RNAseq.g2678.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___TS.g28176.t1,0,0,4,0,0,0,0,0
Montipora_capitata_HIv3___TS.g20052.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48890.t1d,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g33117.t1,0,0,1,1,4,0,10,0
Montipora_capitata_HIv3___RNAseq.g43539.t1,0,1,3,0,3,7,19,0
Montipora_capitata_HIv3___RNAseq.g43574.t1,0,0,1,1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4924.t1,440,794,446,1857,1937,1206,638,966
Montipora_capitata_HIv3___RNAseq.g38219.t1,0,0,2,4,8,3,2,0
Montipora_capitata_HIv3___RNAseq.g31605.t1,0,3,9,6,9,6,4,0
Montipora_capitata_HIv3___RNAseq.g11397.t1,16,36,23,11,11,3,5,29
Montipora_capitata_HIv3___RNAseq.g12869.t1,0,5,13,16,23,0,0,4
Montipora_capitata_HIv3___TS.g41289.t1,0,2,10,4,6,41,66,0
Montipora_capitata_HIv3___RNAseq.g16023.t1,189,567,300,710,828,730,648,436
Montipora_capitata_HIv3___TS.g15874.t1,0,6,0,1,4,3,0,0
Montipora_capitata_HIv3___TS.g39253.t1,0,10,0,0,10,24,17,0
Montipora_capitata_HIv3___RNAseq.g29999.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20064.t1,28,114,30,37,26,36,58,85
Montipora_capitata_HIv3___TS.g41542.t1,165,222,86,234,261,238,229,273
Montipora_capitata_HIv3___RNAseq.g39417.t1,0,5,4,0,0,8,0,8
Montipora_capitata_HIv3___RNAseq.g46053.t1,0,246,98,0,15,17,13,6
Montipora_capitata_HIv3___RNAseq.g44527.t1,545,1987,1013,1909,1663,733,524,1446
Montipora_capitata_HIv3___TS.g27870.t1,0,6,24,48,61,110,32,0
Montipora_capitata_HIv3___TS.g5650.t1,1181,3103,2104,4070,3674,1380,1110,2248
Montipora_capitata_HIv3___RNAseq.g40696.t1,65,282,155,135,225,168,105,237
Montipora_capitata_HIv3___RNAseq.g4926.t1,7,34,25,13,24,13,0,47
Montipora_capitata_HIv3___RNAseq.g33115.t1,0,0,0,8,0,0,9,0
Montipora_capitata_HIv3___RNAseq.g45512.t1,0,9,69,77,135,17,5,0
Montipora_capitata_HIv3___RNAseq.g31882.t1,7,4,9,15,25,40,33,5
Montipora_capitata_HIv3___TS.g29911.t1,0,0,20,0,19,11,9,0
Montipora_capitata_HIv3___RNAseq.g6440.t1,6,9,13,3,17,5,9,27
Montipora_capitata_HIv3___RNAseq.g22453.t1,0,0,0,3,4,0,0,0
Montipora_capitata_HIv3___TS.g38698.t1,15,32,16,25,28,31,27,17
Montipora_capitata_HIv3___RNAseq.g25212.t1,7,9,3,2,2,0,0,8
Montipora_capitata_HIv3___RNAseq.8106_t,209,618,328,428,517,1426,1461,525
Montipora_capitata_HIv3___RNAseq.g43917.t1,20,43,58,211,254,160,110,30
Montipora_capitata_HIv3___RNAseq.g2571.t1,17,14,34,47,74,111,160,8
Montipora_capitata_HIv3___RNAseq.g41091.t1c,14,23,16,78,77,157,117,27
Montipora_capitata_HIv3___RNAseq.g13965.t1a,0,4,15,33,51,59,23,0
Montipora_capitata_HIv3___RNAseq.g41091.t1a,0,10,9,14,0,28,18,0
Montipora_capitata_HIv3___RNAseq.g21693.t1,1303,2898,1193,1127,1247,810,501,2672
Montipora_capitata_HIv3___RNAseq.g12348.t1,0,9,24,22,17,22,12,0
Montipora_capitata_HIv3___RNAseq.2757_t,372,337,117,44,20,25,15,429
Montipora_capitata_HIv3___RNAseq.g11352.t1,0,0,0,0,13,0,0,0
Montipora_capitata_HIv3___TS.g5984.t2,80,201,244,836,926,863,468,113
Montipora_capitata_HIv3___RNAseq.g26062.t1,38,116,106,192,230,88,53,89
Montipora_capitata_HIv3___RNAseq.g45526.t1,3790,5792,1184,863,961,1571,1743,5992
Montipora_capitata_HIv3___TS.g45875.t1,0,0,0,2,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g12126.t1,0,0,8,22,16,30,3,0
Montipora_capitata_HIv3___RNAseq.g49310.t1,0,0,0,23,164,564,44,0
Montipora_capitata_HIv3___RNAseq.g7368.t1,573,1113,307,779,946,1875,1266,678
Montipora_capitata_HIv3___RNAseq.g32328.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g31174.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g9656.t1,0,0,17,3,8,18,6,0
Montipora_capitata_HIv3___TS.g24771.t1,0,1,0,2,4,5,1,0
Montipora_capitata_HIv3___RNAseq.g25057.t1,6,0,1,1,8,8,6,4
Montipora_capitata_HIv3___RNAseq.g23664.t1,3,13,2,79,5,7,3,7
Montipora_capitata_HIv3___RNAseq.g2436.t1,828,1310,124,956,1289,1203,531,1175
Montipora_capitata_HIv3___RNAseq.g31405.t1,0,9,0,0,234,2639,5577,0
Montipora_capitata_HIv3___RNAseq.g17033.t1,0,0,0,25,12,29,33,4
Montipora_capitata_HIv3___RNAseq.g42285.t1,0,18,42,155,199,117,76,0
Montipora_capitata_HIv3___RNAseq.g50504.t1,0,0,0,0,0,11,0,0
Montipora_capitata_HIv3___RNAseq.g43936.t1,19,25,17,0,16,19,22,54
Montipora_capitata_HIv3___RNAseq.g12287.t1,0,29,38,18,21,64,63,0
Montipora_capitata_HIv3___RNAseq.g26065.t1,0,2,0,4,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g40177.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g17207.t1,0,6,25,55,154,177,281,33
Montipora_capitata_HIv3___TS.g6184.t1,0,0,0,0,6,9,14,0
Montipora_capitata_HIv3___RNAseq.g4634.t1,10,71,47,61,24,17,46,42
Montipora_capitata_HIv3___RNAseq.g16021.t1,68,152,119,82,86,219,630,148
Montipora_capitata_HIv3___RNAseq.g28243.t2,0,70,0,301,304,306,185,5
Montipora_capitata_HIv3___RNAseq.g5087.t1,5,21,0,103,148,89,105,32
Montipora_capitata_HIv3___RNAseq.g11003.t1,0,0,0,0,0,4,11,0
Montipora_capitata_HIv3___TS.g11346.t1,0,0,0,5,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23666.t1,0,0,0,5,1,2,2,0
Montipora_capitata_HIv3___TS.g20397.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___TS.g2415.t1,0,4,4,8,21,14,2,0
Montipora_capitata_HIv3___RNAseq.g12161.t2,4153,14365,6776,1382,1855,2188,1525,12849
Montipora_capitata_HIv3___TS.g28789.t1,0,5,1,2,0,4,0,11
Montipora_capitata_HIv3___RNAseq.g31880.t1,0,0,0,0,1,0,5,0
Montipora_capitata_HIv3___RNAseq.g25210.t1,0,0,0,0,0,0,5,0
Montipora_capitata_HIv3___RNAseq.g6442.t1,2,20,21,27,38,75,113,3
Montipora_capitata_HIv3___TS.g47488.t1,0,0,0,0,14,13,10,0
Montipora_capitata_HIv3___RNAseq.g32569.t1,22,146,116,278,336,793,478,105
Montipora_capitata_HIv3___RNAseq.g29526.t1,0,5,8,0,0,6,13,0
Montipora_capitata_HIv3___RNAseq.g21482.t1,0,0,0,0,4,0,0,0
Montipora_capitata_HIv3___TS.g48459.t1,0,0,16,2,8,9,3,0
Montipora_capitata_HIv3___RNAseq.g23574.t1,464,3293,2155,4117,4184,3027,1313,1611
Montipora_capitata_HIv3___TS.g12694.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15192.t1,1044,4527,1985,5638,5701,3198,2371,2530
Montipora_capitata_HIv3___RNAseq.g46153.t1,0,0,0,6,4,7,0,0
Montipora_capitata_HIv3___TS.g18869.t1,6,33,5,26,18,22,8,0
Montipora_capitata_HIv3___TS.g6754.t1,0,9,31,67,47,21,11,5
Montipora_capitata_HIv3___RNAseq.g12124.t1,350,1094,744,3393,3663,2743,2064,668
Montipora_capitata_HIv3___TS.g36572.t1,0,0,5,12,26,27,27,0
Montipora_capitata_HIv3___RNAseq.g45524.t1,54,205,199,208,279,134,152,160
Montipora_capitata_HIv3___RNAseq.g8881.t1,0,4,7,12,29,24,18,1
Montipora_capitata_HIv3___RNAseq.g45873.t1,0,4,0,0,0,11,0,0
Montipora_capitata_HIv3___RNAseq.g5375.t1,0,0,0,0,0,4,0,2
Montipora_capitata_HIv3___RNAseq.g646.t1,1,11,42,86,103,54,26,2
Montipora_capitata_HIv3___RNAseq.g32519.t2,6,36,7,83,194,212,253,16
Montipora_capitata_HIv3___RNAseq.g21480.t1,0,2,0,0,7,0,0,7
Montipora_capitata_HIv3___RNAseq.g4119.t1,0,0,5,2,0,8,0,0
Montipora_capitata_HIv3___TS.g29038.t1,349,837,390,864,750,459,309,561
